"tweet_text","topic"
"@USAirways the flights weren't from this morning... It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday","USair"
"@SouthwestAir My husband is responding to him and he insist to remove him from the seat. BTW signs are in both English and Spanish.","USair"
"@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly","USair"
"@SouthwestAir @flightspots about time! #mobileboarding is a must!","USair"
"@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?","USair"
"@USAirways and that you can choose the same seat for free after clicking 100 buttons.","USair"
"@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?","USair"
"@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....","USair"
"@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.","USair"
"@SouthwestAir now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse","USair"
"@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon","USair"
"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?","USair"
"@united I will, as soon as I am done with my article.  Thanks!  ~Tom","USair"
"@AmericanAir where do I look for cabin crew vacancies?","USair"
"@JetBlue safety first !! #lovejetblue","USair"
"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb","USair"
"@SouthwestAir Sent. Thanks VP!","USair"
"@AmericanAir made it!  Thanks AA!","USair"
"@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL","USair"
"@united next day","USair"
"@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM","USair"
"@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J","USair"
"@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable","USair"
"@united is my favorite airline.","USair"
"@united Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.","USair"
"@AmericanAir Lots of upset people, freezing terminal, and no gate agent. Kept us waiting on plane beyond allowable time length.","USair"
"@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1)","USair"
"@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!","USair"
"@SouthwestAir wouldn't it be awesome for my first time flying to be #DestinationDragons?!","USair"
"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!","USair"
"@USAirways trying to Cancelled Flight a flight urgently...get hung up on twice??? Sweet refund policy","USair"
"@USAirways no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho","USair"
"@AmericanAir Not okay. Since you couldn't put me on an earlier flight, I had to buy my own ticket on another airline.","USair"
"@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!","USair"
"@united how does that help me with my customers that I couldn't meet with (and subsequently lost)?","USair"
"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.","USair"
"@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged_Ÿ˜¡_Ÿ˜¡","USair"
"@SouthwestAir Secondly, we did not begin boarding on time despite our aircraft being present and deplaned. Thus we left over 30 min Late Flight","USair"
"@AmericanAir do you have hand sanitizer in the bathrooms on your flights?","USair"
"@united just added one. Ty","USair"
"@SouthwestAir I (heart) my CP status. Sure would be nice to have though.","USair"
"@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.","USair"
"@JetBlue Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!","USair"
"@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I","USair"
"@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5","USair"
"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""","USair"
"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.","USair"
"@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!","USair"
"@united can anyone assure me that the aircraft coming to Denver had left it's previous destination? Flight 3618","USair"
"@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI","USair"
"@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p","USair"
"@united done just now, thanks.","USair"
"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!","USair"
"@USAirways tell them to get on that, please.","USair"
"@JetBlue hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved","USair"
"@united Flight 280","USair"
"@united on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork http://t.co/zv6CfPoHl5","USair"
"@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ","USair"
"@united How long can I expect the formal response to take?","USair"
"@united How do I get through @TSA to finally board UA 1534?","USair"
"@united great decision making skills flight ops IAH bag makes a 10 minute connection and I don't, flight pushed early. Disappointed!!!!","USair"
"@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0","USair"
"@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe","USair"
"@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx","USair"
"@united one hour after departure time and still no update!","USair"
"@USAirways  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail","USair"
"@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!","USair"
"@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.","USair"
"@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.","USair"
"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!","USair"
"@USAirways I've been trying to call you for days and every time the system is overloaded and disconnects. Really?  A global company?  Help!","USair"
"@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFiâ€_ http://t.co/NY6CS7jRuV","USair"
"@AmericanAir we've already made other arrangements ourselves.","USair"
"@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3","USair"
"@USAirways your service sucks.","USair"
"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg","USair"
"@SouthwestAir fortunately didn't have to. The flight took off on time.","USair"
"@AmericanAir Super Spring Tides and â€œTide of The Centuryâ€ù Drawing tourists to French and U.K coasts:
http://t.co/gXdqORtsS0","USair"
"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)","USair"
"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered","USair"
"@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.","USair"
"@united OMG!!! you just bumped me off the last flight. Can this get any worse.","USair"
"@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..","USair"
"@SouthwestAir Thanks.","USair"
"@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!","USair"
"@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.","USair"
"@united note: they are traveling w 2yr old. Unreal","USair"
"@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash","USair"
"@americanair Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.","USair"
